jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J31712,HFG Architecture,DW,Wichita,WK,Flag Mount Sign Revision #3 Remove and bring back into shop ID section of flag mount sign leaving in place black and grey accent pieces. Fabricate new faces and repaint ID cabinet while in shop. Reinstall ID cabinet.,,Installation,,Survey needed,2026-03-11,2026-04-29,2026-06-08,2026-05-05,,,,GREGORY,19789,RECEIVED,WK,WK,False,9266.19,,0.0,89.0,2026-05-24,J31712 HFG Architecture_Flag Mount Sign (1).pdf,In Process,True,Outsourced,Routing Complete,done,done,done,
J36696,FOLEY EQUIPMENT,QT,Topeka,NEK,"Foley Topeka CCC Signs 031126 Provide labor, equipment and necessary materials to fabricate and modify existing damaged two (2) non illuminated yard signs to be corrected and repaired to working order.",,Installation,,Survey needed,2026-03-13,2026-05-01,2026-04-28,2026-05-07,,,,,,,WK,NEK,False,,,0.0,87.0,2026-04-13,,In Process,True,Lawrence,,done,done,,
J36772,BILLBOARD BUSINESS LLC,NH,Dodge CIty,WK,"double-stack R/S structure (Army Surplus) Erect the 10'x24' illuminated double-stack billboard structure that was previously intended to install at Nuedorf Siding in Sublette. (currently stored at the Lumineo-DC yard). Location has been staked (per 30' setback). Need to coordinate with Victory Electric, and a hired electrician, to feed power to the sign.",,Installation,,Survey needed,2026-03-16,2026-05-04,,2026-05-10,,,,,,,WK,WK,False,,0.0,0.0,84.0,,,In Process,True,,,,,,
J36784,DAIRY QUEEN #11314,VB,Topeka,NEK,"Dairy Queen NW Topeka drive-thru canopy hit At Dairy Queen N Topeka, the drive-thru canopy has been hit by a vehicle: 1) check in/out with Matt Pettit or another manager 2) take photos and measure damaged sections for replacement 3) check the clearance bar to see if we can modify the existing so that it’s more noticeable or solid when hit, get measurements 4) if the clearance bar has j-bolts, get that information",,Installation,,Survey needed,2026-03-17,2026-05-05,,2026-05-11,,,,,,,NEK,NEK,False,,0.0,0.0,83.0,,,In Process,True,,,,,,
J36294,NKC Health,QT,KCMO,NEK,NKC-013 Removals 022326 Sign # 100-002 and # 100-006 sign Type REMOVE Remove and dispose of existing two (2) small interior sign displays.,,Installation,,Survey needed,2026-03-18,2026-05-06,,2026-05-12,,,,,,,NEK,NEK,False,265.2,0.0,0.0,82.0,,"NKC-013 9500 N Oak Medical Center_100-006_Remove_J36294.pdf, NKC-013 9500 N Oak Medical Center_100-002_Remove_J36294.pdf",In Process,True,,,,,,
J36392,SDG Architecture + Interiors,JL,Topeka,NEK,Signage Removal Remove all signage on building front with the exception of Edward Jones Sign. Seal all holes using clear silicone or custom color caulk provided by client if available.,,Installation,,Survey needed,2026-03-19,2026-05-07,,2026-05-13,,,,,,,NEK,NEK,False,1193.0,0.0,0.0,81.0,,,In Process,True,,,,,,
J36854,Park City City Hall,DW,Park City,WK,Wayfinding Final Install Labor Install cost for final (4) wayfinding signs that had location issues. USE THIS JOB NUMBER TO INSTALL TWO REMAING WAYFINDING AND 1 REMAINING WELCOME SIGN.,,Installation,,Survey needed,2026-03-23,2026-05-11,,2026-05-17,,,,,,,WK,WK,False,,0.0,0.0,77.0,,,In Process,True,,,,,,
J36317,NKC Health,QT,NKCMO,NEK,"NKC-015 REMOVAL NKC-015_2700 Professional Building 2700 Clay Edwards Dr North Kansas City, MO 64116 REMOVAL for Sign # 500a Remove and dispose of existing lettering reading Your home for childrens health. Patach repair and repaint surface as necessary to restore to like new conditions.",,Installation,,Survey needed,2026-03-23,2026-05-11,,2026-05-17,,,,,,,NEK,NEK,False,296.92,0.0,0.0,77.0,,NKC-015_2700 Professional Building Print Book.pdf,In Process,True,,,,,,
J36435,NKC Health,QT,NKCMO,NEK,"NKC-018 Removals Various Removals across campus. Remove signs where necessary and restore ground area and wall surface to like new conditions. Removal for Sign #'s 005, 007, 012, 016, 018, 039, 050b, 054, 064, 073a, 073b, 073c, 073d, 075a, 075b, 075c, 075d, 076, 077a, 077b, 077c, 077d, 077e, 077f, 077g, 080, 081, 082, 083, 074, 092, 094, 096, 098, 102, 107, 115, 122a, 123, 132, 150,149, 162 and ER-001",,Installation,,Survey needed,2026-03-24,2026-05-12,,2026-05-18,,,,,,,NEK,NEK,False,,0.0,0.0,76.0,,,In Process,True,,,,,,
J36720,EQUITY BANK,DW,Overland Park,NEK,Overland Park Site Sign Fabricate and install 1 double face wooden site sign with digitally printed vinyl graphics installed in dirt. COORDINATE WITH GC ON PLACEMENT AND CHECK FOR ONE CALL REQUIREMENTS. G.C. ANTHONY BROWN SUPERIOR BOWMAN 816-398-3583,,Installation,,Survey needed,2026-03-25,2026-05-13,,2026-05-19,,,,GREGORY,19913,RECEIVED,NEK,NEK,False,2796.19,,0.0,75.0,,J36720 Equity Bank_Site Sign.pdf,In Process,True,Outsourced,,,,done,
J35329,BICKFORD SENIOR LIVING,SP,Olathe,NEK,"NEW ROUTED TENANT PANEL FOR EXISTING MONUMENT ROUTED TENANT PANEL FOR EXISTING MONUMENT - Remove/dispose of existing two (2) ""Brooks Family Care/Mills Wellness"" tenant panels and produce/install two (2) new routed aluminum backed with white acrylic to contain the new tenants name to read as: ""Thrive MD & Mills Wellness"". New tenant panels to use same font style as all other small tenant panels have and panels to be painted same PMS Warm Gray 11C color as others. Sizing of panels are 5 7/8"" x 48"". ** WILL NEED CREW SURVEY OF PANEL TO VERIFY EXACT PANEL SIZING. **",,Installation,,Survey needed,2026-03-26,2026-05-14,2026-05-14,2026-05-20,,,,,,,WK,NEK,False,1644.0,,0.0,74.0,2026-04-29,J35329 Bickford University Office Park_routed tenant panel.pdf,In Process,True,Hutch,Routing Complete,done,done,,
J36207,NKC Health,QT,KCMO,NEK,"NKC-012 Removals only Sign #'s 004, 007a, 007b, 007c, 007d, 007e, 010a, 010b, 012, 100-001, 100-003 Remove and dispose of existing signage as necessary. Patch repair and repaint wall surface to like new conditions as needed.",,Installation,,Survey needed,2026-03-26,2026-05-14,,2026-05-20,,,,,,,NEK,NEK,False,1458.6,0.0,0.0,74.0,,,In Process,True,,,,,,
J35655,Lineage,NH,Dodge City,WK,"(3) S/F N/I alum P&P's DIRECTIONAL SIGNS: Furnish and install (3) 3'h x 6'w single-face, non-illuminated aluminum post & panel signs (blue enamel finish, reflective white Scotchlite graphics, digitally-printed logos, 4""x4"" aluminum tubing posts, setup for direct-bury; 3' below grade). Cut & breakout concrete at each sign location. Use an electric auger to dig holes, and fill with Sack-crete to grade (finishing off flush with the existing driveway concrete). **IF CUSTOMER WISHES TO INSTALL THEMSELVES, DEDUCT $3,686.03 FOR NO INSTALLATION. (CUSOTMER PICKS UP AT THE LUMINEO-DODGE CITY SHOP).",,Installation,,Survey needed,2026-03-31,2026-05-19,2026-06-04,2026-05-25,,,,GREGORY,19913,RECEIVED,WK,WK,False,11738.86,,0.0,69.0,2026-05-20,J35655 LINEAGE.pdf,In Process,True,"Hutch,Outsourced",,done,,done,done
J31474,Salina Educational Automotive Museum of America,DP,Salina,WK,"The Garage - North Elevation Furnish and install (1) Set of dual color face lit/back lit channel letters ""GARAGE"", and face lit ""THE"" and horizontal elements. Mount to wall with spacer. Colors: PMS 185 Red, Perforated Brushed Aluminum Vinyl. City permits to be billed at cost on final invoice. Primary power/final electrical connection by others Pricing Contingent upon access/survey etc.",,Installation,,Survey needed,2026-04-01,2026-05-20,,2026-05-26,,,,SIGN HOUSE,19950,RECEIVED,WK,WK,False,13416.8,0.0,0.0,68.0,,J31474 the Garage_North Elevation.pdf,In Process,True,,,,,,
J36904,Weddle & Sons Roofing of Salina,DP,Salina,WK,Vinyl wrap 10 x 30 (C) #378 Furnish and install (1) 10 x 30 vinyl wrap for roadsign (11' x 31' with bleed). Wrap is provided as part of new 3 year contract. Contract begins on 4/1/26. Board is South facing on righthand side of the road.,,Installation,,Survey needed,2026-04-02,2026-05-21,,2026-05-27,,,,INDEPENDENT'S,19939,RECEIVED,WK,WK,False,,0.0,0.0,67.0,,document - 2026-04-03T080617.096.pdf,In Process,True,,,,,,
J32429,CITY OF ANDOVER,"VB,CC",Andover,WK,"Capitol Federal Amphitheater update monument sign At Capitol Federal Amphitheater in Andover: 1) survey monument sign for accurate curvature on its back side 2) remove & scrap existing Capitol Federal Amphitheater logo on monument sign 3) relocate the power by Evergy letters to lower right 4) provide new internally LED-illuminated channel letters for Capitol Federal Amphitheater® with 21” capital letters for Capitol Federal and 13¾” capital letter in Amphitheater 5) install on curved wall faced with stone, backed with EFIS, including raceways behind the wall painted to match the EFIS color 6) take completion photos Drawing VB-J32429",,Installation,,Survey needed,2026-04-03,2026-05-22,2026-05-22,2026-05-28,,,,steel art,19907,RECEIVED,WK,WK,False,22755.0,,0.0,66.0,2026-05-07,J32429 Cap Fed Amphitheater_Wall Sign.pdf,In Process,True,,Routing Complete,done,,,
J36799,FOLEY EQUIPMENT,QT,Topeka,NEK,"Foley Topeka Damaged monument 031826 Monument sign faces were damaged for both sides of double sided monument. Customer has temporarily fixed and reattached the faces for now. Lumineo to provide labor, equipment and necessary materials to produce and install replacement non illuminated metal sign faces with custom applied vinyl graphics for both sides of double sided monument sign that was damaged. Survey needed to confirm the extent of the damage and confirm build sizes before production.",,Installation,,Survey needed,2026-04-03,2026-05-22,,2026-05-28,,,,,,,NEK,NEK,False,3782.0,0.0,0.0,66.0,,,In Process,True,Lawrence,,,,,
J36253,First Security Bank,DW,Norwich,WK,Norwich Corner Sign Option 1 Remove and discard existing sign cabinet. Fabricate and install 1 new LED illuminated routed push thru cabinet.,,Installation,,Survey needed,2026-04-03,2026-05-22,2026-05-28,2026-05-28,,,,GREGORY,20024,RECEIVED,WK,WK,False,10414.96,,0.0,66.0,2026-05-13,J36253 First Security Bank_Building Sign.pdf,In Process,True,"Hutch,Outsourced",Routing Complete,done,in_progress,in_progress,
J35500,MT DOBSKI - McDonald's,VB,DeSoto,NEK,"McDonald's DeSoto replace parking lot lights with LEDs At McDonald's DeSoto, there are several parking lot lights out: 1) check in/out with manager on duty 2) survey parking lot light poles to confirm fixture info, height and dimensions 3) remove the old shoebox fixtures, believed to hours 250 watt metal halide bulbs & ballasts 4) provide and install twelve (12) 400 watt equivalent LED fixtures to replace 250 watt MH shoebox fixtures 5) the pole directly across from the second drive-thru window appeared to have an issue at the top and was disconnected, repair 6) take completion photos",,Installation,,Survey needed,2026-04-06,2026-05-25,,2026-05-31,,,,,,,NEK,NEK,False,9165.0,0.0,0.0,63.0,,,In Process,True,,,,,,
J37145,Rockstar Investments LLC,LNI,Lawrence,NEK,Removal Removal of two cloud cabinets on front elevation. This is a T&M ticket with a DNE $550.,,Installation,,Survey needed,2026-04-06,2026-05-25,,2026-05-31,,,,,,,NEK,NEK,False,,0.0,0.0,63.0,,,In Process,True,,,,,,
J36219,First Security Bank,DW,Wichita,WK,Wichita Building Sign Remove and discard existing channel letters. Fabricate and install 1 new set of face lit trim cap channel letter flush mounted to building.,,Installation,,Survey needed,2026-04-07,2026-05-26,,2026-06-01,,,,AI Innovations,20000,RECEIVED,WK,WK,False,9773.6,0.0,0.0,62.0,,J36219 NEW First Security Bank_Building Sign.pdf,In Process,True,,,,,,
J36817,CAPITOL FEDERAL,VB,Overland Park,NEK,"Capitol Federal 13500 Metcalf replace directional signs At Capitol Federal’s 13500 Metcalf branch, all three directional signs have peeling vinyl: 1) coordinate in advance with the Bank 2) remove & scrap existing directional signs 3) create three new double-faced aluminum directional signs, with painted bronzetone framework, painted 20” x 24"" PMS 300 blue background and reflective white vinyl copy 4) install to an overall height of 48"" 5) take completion photos Drawing VB-J36817",,Installation,,Survey needed,2026-04-09,2026-05-28,2026-05-28,2026-06-03,,,,,,,NEK,NEK,False,3850.0,,0.0,60.0,2026-05-13,J36817 Cap Fed_Directionals.pdf,In Process,True,Lawrence,,done,done,done,
J33828,Children's Mercy Hospital,SP,KCMO,NEK,"2 S/F NEW ALUMINUM PAN SIGNS (FLUSH MOUNT) TO REPLACE 2 EXISTING HANGING SIGNS 2 NEW GARAGE PAN SIGNS TO REPLACE 1 EXISTING HANGING GARAGE SIGN (yellow level ""Elevator ->/ <-"") - Remove/dispose one (1) existing double faced hanging garage sign for yellow level reading ""Elevator ->/ <-"" and produce/install 2 single faced all aluminum fabricated pan signs with dimensional aspects (per profile view) with copy as current signs had ""Elevator ->/ <-"". New signs to be painted SW 7039 Dark Brown for panels and painted to match 7125-25 Sunflower Gold (or PMS 124C yellow) for squares with white reflective vinyl copy 680-10 and overall sized 11"" tall x 78"" long x 4 1/4"" deep. Signs flush mounted onto concrete garage header area.",,Installation,,Survey needed,2026-04-10,2026-05-29,2026-06-04,2026-06-04,,,,,,,NEK,NEK,False,3934.0,,0.0,59.0,2026-05-20,J33828 ChildrensMercy Gilham Garage_pan.pdf,In Process,True,Lawrence,,done,done,,
J32903,MINNEOLA HEALTHCARE,NH,Minneola,WK,"OPT A -utilize 2 cabinets @ LTC site OPTION A: Furnish a new steel plate/pole stub structure (painted black). Remove and dispose of the existing wooden post & panel sign. Set the new steel poles in concrete (excavation through dirt) including a conduit sweep. On the return trip, remove the customer's 2' 9""h x 5' 6""w x 12""d arched cabinet, and 20""h x 8' 3""w x 20""d base cabinet from storage, and bolt them to the plate. Furnish and install (1) new flat plex face with translucent digitally-printed graphics, to fit the bottom cabinet. *SIGN WILL SIT PARALLEL TO THE ROAD. (The top logo cabinet faces will remain as is. We'll peel the black ""FAMILY CARE CLINIC"" vinyl from the bottom face, to blank out the bottom piece that faces the building. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,Installation,,Survey needed,2026-04-13,2026-06-01,2026-06-04,2026-06-07,,,,MIRATEC,20020,RECEIVED,WK,WK,False,5015.53,,0.0,56.0,2026-05-20,J32903 MINNEOLA HEALTHCARE.pdf,In Process,True,Outsourced,,done,,done,
J37225,NKC Health,QT,NKCMO,NEK,"NKC-018 Pylon Signs NKC-018_NKCH Main Hospital Campus 2800 Clay Edwards Dr North Kansas City, MO 64115 Produce and install new cabinets with flex faces on both sides of each pylon. Sign# 032 and 161 Sign #'s 024, 026, 099, 113",,Installation,,Survey needed,2026-04-13,2026-06-01,2026-06-04,2026-06-07,,,,,,,NEK,NEK,False,20719.21,0.0,0.0,56.0,2026-05-20,,In Process,True,,,,,,
J36445,NKC Health,QT,NKCMO,NEK,"NKC-018 Various i/i wayfinding NKC-018_NKCH Main Hospital Campus 2800 Clay Edwards Dr North Kansas City, MO 64115 Various internally illuminated wayfinding/directional signs. Retrofit existing sign cabinets with new translucent sign faces for internally illuminated wayfinding/directional signs Sign #'s 023, 031, 040, 049, 079, 093, 105, 118, 142, 144,165",,Installation,,Survey needed,2026-04-13,2026-06-01,2026-06-04,2026-06-07,,,,,,,NEK,NEK,False,72241.37,,0.0,56.0,2026-05-20,,In Process,True,,,done,done,,
J37289,EQUITY BANK,DW,"LaPlata, MO",NEK,LaPlata ATM Paint touch up Touch up paint on freestanding ATM retainers.,,Installation,sent SO to JF 4/21/26,Survey needed,2026-04-17,2026-06-05,,2026-06-11,,,,,,,NEK,NEK,False,,0.0,0.0,52.0,,"Image 2026-04-01 14-39-46.jpeg, Image 2026-04-01 14-40-27.jpeg",In Process,True,,,,,,
J31577,Snodgrass & Sons Construction,TC,Wichita,WK,"Central Christian Academy - Exterior Signage Lumineo Signs to furnish and install the following exterior signage at Central Christian Academy, per design TN-J31577. One (1) 6'-11"" (H) x 7'-0"" (W) x 6"" (D) S/F, I/I, Polycarb Cabinet w/ Digital Print One (1) set of 1'-0"" (H) x 3"" (D) Halo-lit RCLs, white faces & black returns, reading ""HIGH SCHOOL"" One (1) 6'-0"" (Dia.) S/F, I/I Circle Cabinet with Plex Faces and applied Digital Print graphics One (1) set of 1'-6"" (H) x 1/2"" (D) Acrylic FCOs, painted Black NOTE: All required sign permit(s) to be sourced by Lumineo Signs and billed at cost in addition to final invoice.",,Installation,FCO's here,Survey needed,2026-04-20,2026-06-08,,2026-06-14,,,,"SIGN HOUSE,GEMINI",20038 / 20039,RECEIVED,WK,WK,False,24632.39,0.0,0.0,49.0,,J31577 SNODGRASS & SONS CONSTRUCTION.pdf,In Process,True,,,,,,
J35360,CITY OF GODDARD,TC,Goddard,WK,"South Elevation Channel Letters - City of Goddard Furnish and install one (1) set of 3"" (D) internally illuminated, reverse channel letters and reverse channel logo, back-lit. All sign components to be fabricated in brushed aluminum. ""City of"" copy on South Elevation sign to be non-illuminated 1/2"" (D) Flat Cut Out letters (FCOs), with a brushed aluminum finish. Reference design TC-J35360. NOTE: Customer/GC to ensure proper electrical service is provided to the site of the sign prior to installation.",,Installation,Oct. install,Survey needed,2026-04-21,2026-06-09,,2026-06-15,,,,AI Innovations,20072,RECEIVED,WK,WK,False,9461.1,0.0,0.0,48.0,,J35360 CITY OF GODDARD.pdf,In Process,True,,,,,,
J35359,CITY OF GODDARD,TC,Goddard,WK,"West Elevation Channel Letters - City of Goddard Furnish and install one (1) set of 3"" (D) internally illuminated, reverse channel letters and reverse channel logo, back-lit. All sign components to be brushed aluminum. Reference design TC-J35359. NOTE: Customer/GC to ensure proper electrical service is provided to the site of the sign prior to installation.",,Installation,Oct. install,Survey needed,2026-04-21,2026-06-09,,2026-06-15,,,,AI Innovations,20075,RECEIVED,WK,WK,False,11388.9,0.0,0.0,48.0,,J35359 CITY OF GODDARD.pdf,In Process,True,,,,,,
J36696,FOLEY EQUIPMENT  (Metal Copy),QT,Topeka,NEK,"Foley Topeka CCC Signs 031126 Provide labor, equipment and necessary materials to fabricate and modify existing damaged two (2) non illuminated yard signs to be corrected and repaired to working order.",,Installation,,Survey needed,2026-03-13,2026-05-01,2026-04-28,2026-05-07,,,,,,,WK,NEK,False,,,0.0,87.0,2026-04-13,,In Process,True,Lawrence,,done,,,
J37354,Conrade Insurance,DP,Wichita,WK,"Additional Flush Mounted Metal Laminate on Foam Letters Lumineo to remove ""INSURANCE"" copy, customer to patch and paint before install. Furnish and install (1) set of 1"" deep flush mounted metal laminate on foam letters. Foam to be black with brushed aluminum metal laminate. New copy to be ""GROUP"". Install ""INSURANCE GROUP"" letters centered underneath ""CONRADE"". **Will need a pattern of new layout, showing new placement of both previous and new letters.",,Installation,,Survey needed,2026-04-27,2026-06-15,,2026-06-21,,,,GEMINI,20114,RECEIVED,WK,WK,False,1558.73,0.0,0.0,42.0,,J37354 Conrande Insurance_Add on FCO letters.pdf,In Process,True,,,,,,
