lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
J37959 / EVERBRITE (STATE FARM AMY LONG AGENCY),Install - waiting on product,Added,,WK,AS,Hutchinson,"At State Farm Amy Long Agency, Hutchinson: 1) receive & inspect sign face from Everbrite 2) coordinate in advance with customer 3) remove & scrap existing wall sign face  4) install provided new 48.75” x 12’¾” flat white polycarbonate face with vinyl graphics 5) take completion photos",,,2026-06-02,2026-07-21,,,,,,,WK,WK,786,No,,,,,,
J36927 / LEWIS AUTOMOTIVE GROUP,Surveys,In Process,,WK,NH,Garden City,"Pattern the 2nd ""N"" channel letter can, and bring in a chip for plex scolor match. Remove the remnant, as not to risk blowing down. Fabricate a new 3'h trimcap face (red plex, red edging). Return to the site to install.",,,2026-05-19,2026-07-07,,,,,,,WK,WK,1046.03,No,,,,,,
J37378 / Calvary Chapel Fellowship,Surveys,Added,,WK,TC,Wichita,New Faces & LED Conversion - Calvary Chapel Fellowship,need trim size survey,,2026-05-28,2026-07-16,,,,MIRATEC,,,WK,WK,3686.31,No,,,,,,
J36163 / Coffee House,Surveys,Added,,WK,NH,Dodge City,"POLE SIGN & DIRECTIONAL SIGN RE-WORK: Furnish and install (2) flat plex faces with translucent digitally-printed vinyl graphics to fit the existing 4'x8' double-face internally-illuminated pole sign cabinet, and the existing 2'x2' double-face internally-illuminated directional sign cabinet. Remove and dispose of the existing faces. Re-paint the cabinets & poles chocolate brown. Slide the new faces into place. *INCLUDES SURVEY TO CONFIRM TRIM SIZES. . . *IF ANY ELECTRICAL SERVICE IS NEEDED, LUMINEO CAN PROVIDE ON AN ADDITIONAL ""TIME & MATERIALS"" BASIS.",,,2026-06-01,2026-07-20,,,,,,,WK,WK,4088.46,No,,,,,,
J34621 / MERITRUST CREDIT UNION,Outsourced - Vendor,Hold,,WK,CC,"Pueblo, CO","New set of internally illuminated channel letters for Pueblo branch Furnish and install one set of internally illuminated trim capped channel letters, per design CC-J34621. Drivers will need to be installed inside the building back in the work room area, as well as the wiring pulled into this room.  120V service to the drivers to be supplied and hooked up by separate contractor. Proposal also includes the removal of the flat sign panel and angle iron frame from over main entrance and disposing off site. Permit to be secured and invoiced as a separate line item on final billing. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO  80550",order release from hold 5/29,Survey needed,2025-12-16,2026-02-03,,,,AI Innovations,20368,ORDERED,WK,WK,14111.72,No,,,,,,
J34827 / MERITRUST CREDIT UNION,Outsourced - Vendor,In Process,,WK,CC,"Broomfield, CO","Remove the existing Premier sign from the north side of building and dispose of off site. Furnish and install a new set of internally illuminated channel letters with matching returns, trim cap and faces. Faces to be decorated with translucent printed vinyl that will match PMS 1797C red. Drivers for the LED illumination will need be be housed behind the wall, in an accessible area. 120V service to drivers to be provide and hooked up by separate contractor. Permit to be secured and invoiced as separate line item on final invoice. Reference design CC-J34827.",,Survey needed,2025-12-26,2026-02-13,,,,AI Innovations,20166,SHIPPING,WK,WK,,No,,,,,,
J34724 / MERITRUST CREDIT UNION,Outsourced - Vendor,Hold,,WK,CC,"Boulder, CO","New set of channel letters for 5360 Arapahoe Boulder Meritrust Furnish and install a new set of internally illuminated channel letters for storefront. Letters to be individually mounted on beam. Drivers and wiring to be concealed on back of beam with a fabricated aluminum wireway. 120V electrical service will need to be brought to the wireway by licensed electrician. Reference design CC-J34724. Proposal is based on getting city approval and permit. Permit to be invoiced as a separate line item on final billing statement. Ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO  80550",,Survey needed,2026-01-12,2026-03-02,,,,AI Innovations,,,WK,WK,11815.53,No,,,,,,
J35645 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,"NKCH-003 MH Vivion #Int-001 ST: IPH.M.12 NKC-003 MERITAS HEALTH - VIVION SIGN NUMBER: Int-001 SIGN TYPE: IPH.M.12 Interior Acrylic Letters - Non-Illuminated FURNISH AND INSTALL (1) SET OF NON-ILLUMINATED ACRYLICLETTERS. NKC - .5” ACRYLIC PAINTED PMS 2026C ORANGE, SEMI-GLOSS FINISH. HEALTH - .5” ACRYLIC PAINTED PMS 7650C MULBERRY, SEMI-GLOSS FINISH. VHB TAPE TO WALL",,Survey needed,2026-02-05,2026-03-26,,,,,,,NEK,NEK,,No,,,,,,
J35647 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,NKCH-018 main campus #172 STCA.W.18 NKC-018 NKCH MAIN HOSPITAL CAMPUS SIGN NUMBER: 172 SIGN TYPE: CA.W.18 Channel Letters - Internally-Illuminated FURNISH AND INSTALL (1) SET OF INTERNALLY-ILLUMINATED CHANNEL LETTERS. AMBULANCE - .177” #7328 WHITE ACRYLIC FACES .040” PRE-PAINTED WHITE ALUMINUM RETURNS. 1” WHITE JEWELITE TRIM CAPS. ILLUMINATES WITH WHITE LEDS. CUSTOMER TO PROVIDE POWER TO LOCATION,,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J34686 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,QT,Girard,Greenbush Meeting Room ABC 111225 Produce and install (11) Suite Surrounds for existing electronic room ID's,,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,3955,No,,,,,,
J35653 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,"NKCH-002 MH Landmark ST #003 STCH.WR.36 NKC-002 MERITAS HEALTH LANDMARK AT TIFFANY SPRINGS SIGN NUMBER: 003 SIGN TYPE: CH.WR.36 Illuminated Channel Letters Raceway Mounted REMOVE AND DISPOSE OF EXISTING CHANNEL LETTERS. FABRICATE AND INSTALL (1) SET OF 36” PAN CHANNEL LETTERS RACEWAY MOUNTED. NKC - .177” PLASKOLITE #2406 LD WHITE ACRYLIC OVERLAID WITH DIGITALLY PRINTED BY MIRATEC SYSTEMS TRANSLUCENT ORANGE VINYL TO MATCH PMS 2026C. OVERLAM WITH 3M 3660M 1” JEWLITE ORANGE TRIM CAP PAINTED PMS 2026C ORANGE. HEALTH - .177” #7328 WHITE ACRYLIC, 1“ JEWLITE WHITE TRIM CAP. LETTER/SYMBOL RETURNS - .050” ALUMINUM PAINTED PMS 7650C MULBERRY, SEMI-GLOSS FINISH. ILLUMINATES WITH WHITE LEDS. RACEWAY - 8” X 7” EXTRUDED ALUMINUM PAINTED TO MATCH FASCIA (TBD)",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J35180 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,"QT,DP",Girard,Greenbush Conference Center 121525 Produce and install two sets of non illuminated letters and logo for Conference Center sign and TV wall,,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,5191,No,,,,,,
J35780 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,"NKCH-018 Main #057 ST D7e.i directional w emer NKC-018 NKCH MAIN HOSPITAL CAMPUS SIGN NUMBER: 057 SIGN TYPE: D7e.i NKCH DIRECTIONAL WITH EMERGENCY Illuminated  REMOVE AND DISPOSE OF EXISTING INTERNALLY ILLUMINATED DIRECTIONAL. FABRICATE AND INSTALL (1) INTERNALLY-ILLUMINATED, DOUBLE-FACED DIRECTIONAL SIGN. INSTALLS WITH MATCH PLATE AND BOLTS TO EXISTING CONCRETE PAD. SIGN FACES - 3M PANAGRAPHICS III. DIGITALLY PRINTED BY MIRATEC. OVERLAM ENTIRE FACES WITH 3M 3660M OVERLAMINATE  #2103 SIGNCOMP EXTRUSION WITH EXPOSED SURFACES PAINTED WHITE. SIDE BIS .125"" ALUMINUM CLADDING PAINTED MULBERRY, SEMI GLOSS FINISH . EXTRUSION COVER - .125"" ALUMINUM PAINTED MULBERRY, SEMI GLOSS FINISH. CLADDING - .125"" ALUMINUM PAINTED ORANGE, SEMI GLOSS FINISH. BASE CLADDING - .125"" ALUMINUM PAINTED DARK MULBERRY, SEMI-GLOSS FINISH. ADDRESS APPLIED IN 3M WHITE REFLECTIVE VINYL. FONT: FIGTREE SEMI-BOLD",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J29805 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,"QT,DP",Girard,"Greenbush Dave DeMoss Center Exterior Signage Remove and dispose of current letters on North Elevation. Furnish and install non-illuminated letters with new GREENBUSH logo and Dave DeMoss Center, designed to concept.   City permits to be billed at cost on final invoice. Pricing Contingent upon access/survey etc.",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,8447,No,,,,,,
J34684 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,QT,Girard,"Greenbush logo x 10 Remove existing non illuminated logos from wall where necessary. Produce and install (10) 36""x36"" logos for main campus",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,18166,No,,,,,,
J35779 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,"NKCH-018 Main #163 STP12E pylon NKC-O18 NKCH MAIN HOSPITAL CAMPUS SIGN NUMBER: 163 SIGN TYPE: P12E NKCH PYLON WITH EMERGENCY Illuminated. REMOVE AND DISPOSE OF EXISTING INTERNALLY ILLUMINATED PYLON SIGN/STRUCTURE. FABRICATE AND INSTALL (1) INTERNALLY-ILLUMINATED, SINGLE-FACED PYLON SIGN. INSTALLS WITH MATCH PLATE AND BOLTS TO EXISTING CONCRETE PAD SIGN FACES - 3M PANAGRAPHICS III. DIGITALLY PRINTED BY MIRATEC. OVERLAM ENTIRE FACES WITH 3M 366OM OVERLAMINATE #2103 SIGNCOMP EXTRUSION WITH EXPOSED SURFACES PAINTED WHITE. SIDE BIS .125"" ALUMINUM CLADDING PAINTED MULBERRY, SEMI GLOSS FINISH. • 	EXTRUSION COVER - .125"" ALUMINUM PAINTED MULBERRY, SEMI GLOSS FINISH. CLADDING - .125"" ALUMINUM PAINTED ORANGE, SEMI GLOSS FINISH. BASE CLADDING - .125"" ALUMINUM PAINTED DARK MULBERRY, SEMI-GLOSS FINISH. ADDRESS APPLIED IN 3M WHITE REFLECTIVE VINYL. FONT: FIGTREE SEMI-BOLD",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J35781 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,"NKCH-012 9411 NOak #011 ST D4 Directional NKC-012 9411 N OAK MED CENTER SIGN NUMBER: 011 SIGN TYPE: D4 DIRECTIONAL Non-Illuminated REMOVE AND DISPOSE OF EXISTING DIRECTIONAL. FABRICATE AND INSTALL (1) NON-ILLUMINATED, SINGLE-FACED DIRECTIONAL. INSTALLS WITH MATCHPLATE AND BOLTS TO CONCRETE PAD. SIGN FACES - .125” ALUMINUM CHEM WELDED TO ALUMINUM ANGLE FACE FRAME PAINTED MULBERRY, PAINT AND MASK CORNER ARC PMS ORANGE, SEMI-GLOSS FINISH. FACE FRAMES - .125” ALUMINUM ANGLE PAINTED MULBERRY, SEMI-GLOSS FINISH. CLADDING - .125” ALUMINUM PAINTED ORANGE, SEMI-GLOSS FINIS. BASE CLADDING - .125” ALUMINUM PAINTED DARK MULBERRY, SEMI-GLOSS FINISH. DIRECTIONAL COPY AND ARROWS - 680-10 WHITE REFLECTIVE VINYL. FONT: FIGTREE SEMI-BOLD",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J34683 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,"QT,DP",Girard,Greenbush Haderlein Lobby 111225 Produce and install one (1) interior non illuminated wall sign display for Haderlein Building waiting room and lobby.,,Survey needed,2026-02-09,2026-03-30,,,,,,,NEK,NEK,3483,No,,,,,,
J33315 / Greenbush - The Southeast Kansas Service Center,Outsourced - Vendor,In Process,,NEK,"QT,DP",Girard,Greenbush Haderlein Exterior 090925 Produce and install two (2) sets of exterior non illuminated letters for both east and west elevation of Haderlein Building.,,Survey needed,2026-02-09,2026-03-30,,,,,,,NEK,NEK,8711,No,,,,,,
J35131 / SAINT LUKE'S HEALTH SYSTEM,Outsourced - Vendor,In Process,,NEK,QT,"Parkville, MO",SL Parkville West 121125 Remove and dispose of all signage from the west elevation. Produce and install one temporary banner to read urgent care. Produce and install one set of internally illuminated individually mounted channel letters. (remove temporary banner),,Survey needed,2026-02-24,2026-04-14,,,,,,,NEK,NEK,5636,No,,,,,,
J35952 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,"NKC-002 #005 ST CUST-REF NKC-002_Meritas Health Landmark at Tiffany Springs 10161 N Ambassador Dr Kansas City, MO 64153 Sign # 005 Sign Type CUST-REF Reface existing cabinet with new aluminum panels painted mulberry and orange for curve, returns to be painted mulberry as well. Base below cabinet to be painted dark mulberry, leave existing stone base as is. Cabinet to be routed out with push-thru acrylic copy and applied translucent vinyl on ""NKC"". Must confirm that refacing is a viable option. Confirm existing illumination is in good working order. Replace/repair components to bring sign to full illumination",,Survey needed,2026-03-04,2026-04-22,,,,,,,NEK,NEK,8454.54,No,,,,,,
J35919 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,"NKC-006 #100 Interior FCOs NKC-006 North Oak Building 5400 North Oak Trafficway Kansas City, MO 64118  Sign # 100 Sign Type CUST-LNIP Remove existing pictures. Patch and repair wall as needed. Produce and install one (1) set of interior non illuminated flat cut out letters.",,Survey needed,2026-03-09,2026-04-27,,,,,,,NEK,NEK,1521.11,No,,,,,,
J30808 / LATHROP GPM,Outsourced - Vendor,In Process,,NEK,SP,KCMO,"CANOPY EDGE FCO LETTERS CANOPY EDGE FCO LETTERS -- Produce/install one (1) layout of 3/8"" thick flat cut out aluminum letters stud mounted flush directly onto the canopy edge at bldg entry.  Lettering sized 2' tall and to be painted PMS 2765C dark blue, with copy to read ""Lathrop GPM"".  Small sidewalk articulating lift will be necessary to reach over to canopy edge from sidewalk due to stairs leading up to bldg entry.",,Survey needed,2026-03-11,2026-04-29,,,,,,,NEK,NEK,6100,No,,,,,,
J35943 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,"NKC-008 #INT-002 ST IPH.M.8 NKC-008_Meritas Health Park Plaza 6450 N Chatham Ave Kansas City, MO 64151 Sign # Int-002 Sign Type IPH.M.8 Produce and install one (1) set of non illuminated 1/2"" thick acrylic flat cut out letters, VHB tape mounted",,Survey needed,2026-03-16,2026-05-04,,,,,,,NEK,NEK,1089.96,No,,,,,,
J35981 / SAINT LUKE'S HEALTH SYSTEM,Outsourced - Vendor,In Process,,NEK,QT,KCMO,SLN Interior x 10 020526 Produce and install ten (10) interior patient room signs with magnetic pieces to be labeled room # 231-240,,Survey needed,2026-03-16,2026-05-04,,,,,,,NEK,NEK,6314,No,,,,,,
J35941 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,KCMO,NKC-008 #003 and 005 ST CUST-LIF Raceway channel letters. Sign # 003 and #005 Sign Type CUST-LIF Remove and dispose of existing two (2) sets of raceway mounted channel letters. Patch repair and repaint wall as needed. Produce and install two (2) sets of raceway mounted internally LED illuminated channel letters.,,Survey needed,2026-03-19,2026-05-07,,,,,,,NEK,NEK,20954.64,No,,,,,,
J36653 / Chabad of KU,Outsourced - Vendor,In Process,,NEK,JL,Lawrence,KU Chabad - Additions Supply and install additions to donor signs previously produced.  Sign types and quantities are as follows. Donor Room Signs - Qty (3) Donor Wall: Level 8 - Qty (3) Level 9 - Qty (2) (1 of these is a replacement plaque) Level 10 - Qty (1) Level 12 - Qty (4) (3 of these are replacement plaques) Level 13 - Qty (2),,Survey needed,2026-03-20,2026-05-08,,,,,,,NEK,NEK,1230,No,,,,,,
J36313 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,NKC-015 Various Interior Signs  Various Interior Sign Displays. Sign #120-001 Sign Type IPH.M.8 - Sign #120-001a Sign Type CUST-LNIP - Sign #400-001 Sign Type CUST-LNIP - Sign #400-001a Sign Type CUST-LNIP - Sign # 400a Sign Type IPH.M.12 - Sign #500-001 Sign Type IPH.M.6 - Sign # 500-001a Sign Type CUST-LNIP - Sign # 500-001b Sign Type CUST-LNIP - Sign #500-004 Sign Type CUST-LNIP - Sign #500-006 Sign Type IPH.M.8 - Sign #500b Sign Type IPH.M.12,,Survey needed,2026-03-23,2026-05-11,,,,,,,NEK,NEK,10387.76,No,,,,,,
J36413 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,Platte City,NKC-019 #Int-001 ST IPH.M.12 Remove existing portraits. Patch repair and repaint wall surface to like new condition where necessary. Produce and install one (1) set of non illuminated interior flat cut out letters.,,Survey needed,2026-03-23,2026-05-11,,,,,,,NEK,NEK,1302.52,No,,,,,,
J36407 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,"Smithville, MO",NKC-020 #Int-001 Interior FCO Sign # Int-001 Sign Type IPH.M.12 Remove existing portrait. Produce and install one (1) set of custom interior flat cut out non illuminated letters.,,Survey needed,2026-03-23,2026-05-11,,,,,,,NEK,NEK,1364.14,No,,,,,,
J36404 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,"Smithville, MO",NKC-020 #002 ST CH.M.36 Sign # 002 Sign Type CH.M.36 Remove and dispose of existing exterior channel letters. Patch repair and repaint wall surface to like new conditions. Produce and install one (1) set of internally LED illuminated exterior channel letters.,,Survey needed,2026-03-23,2026-05-11,,,,,,,NEK,NEK,6612.17,No,,,,,,
J36389 / NKC Health,Outsourced - Vendor,In Process,,NEK,QT,NKCMO,"NKC-016 Interior Letters Sign #'s 10-001, 10-001a, 215-001, 215-001a, 312-002, 410a and 600a Remove and dispose of existing signs where necessary. Patch repair and repaint walls to like new condition where necessary. Produce and install custom non illuminated interior letter sets.",,Survey needed,2026-03-23,2026-05-11,,,,,,,NEK,NEK,7824.63,No,,,,,,
